danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.812,0.707,10,-6.815,0,0.0752,0.236,0,0.587,0.248,219.984,audio_features,5mPUo1HP5K4H6hepYHqbZx,spotify:track:5mPUo1HP5K4H6hepYHqbZx,https://api.spotify.com/v1/tracks/5mPUo1HP5K4H6hepYHqbZx,https://api.spotify.com/v1/audio-analysis/5mPUo1HP5K4H6hepYHqbZx,175203,4,Dark Trap,Pound for Pound,,
0.262,0.897,4,-2.712,0,0.398,0.0237,0,0.11,0.253,199.651,audio_features,2x7mBK5ozd9hwneRKMVpkD,spotify:track:2x7mBK5ozd9hwneRKMVpkD,https://api.spotify.com/v1/tracks/2x7mBK5ozd9hwneRKMVpkD,https://api.spotify.com/v1/audio-analysis/2x7mBK5ozd9hwneRKMVpkD,153104,4,Dark Trap,Finger Trembling,,
0.571,0.865,8,-4.99,1,0.0397,0.0042,0.207,0.0906,0.177,150.017,audio_features,3kBa1eXqkSvfCLmG8VqQ10,spotify:track:3kBa1eXqkSvfCLmG8VqQ10,https://api.spotify.com/v1/tracks/3kBa1eXqkSvfCLmG8VqQ10,https://api.spotify.com/v1/audio-analysis/3kBa1eXqkSvfCLmG8VqQ10,166426,4,Dark Trap,Overload,,
0.753,0.679,5,-7.092,0,0.0349,0.324,4.21E-05,0.423,0.19,211.954,audio_features,5XAPpyIoYF3QXP34Hv8Pvx,spotify:track:5XAPpyIoYF3QXP34Hv8Pvx,https://api.spotify.com/v1/tracks/5XAPpyIoYF3QXP34Hv8Pvx,https://api.spotify.com/v1/audio-analysis/5XAPpyIoYF3QXP34Hv8Pvx,145078,4,Dark Trap,Kill Yourself (Part III),,
0.935,0.429,1,-6.697,1,0.118,0.0308,0,0.102,0.0769,139.987,audio_features,4yORBk6ZyYsJpnJchyZevc,spotify:track:4yORBk6ZyYsJpnJchyZevc,https://api.spotify.com/v1/tracks/4yORBk6ZyYsJpnJchyZevc,https://api.spotify.com/v1/audio-analysis/4yORBk6ZyYsJpnJchyZevc,123481,4,Dark Trap,2nd Hand,,
0.726,0.634,2,-6.844,1,0.0792,0.553,4.43E-06,0.0916,0.318,211.95,audio_features,3NSgQjYihV40pOmn8AQevz,spotify:track:3NSgQjYihV40pOmn8AQevz,https://api.spotify.com/v1/tracks/3NSgQjYihV40pOmn8AQevz,https://api.spotify.com/v1/audio-analysis/3NSgQjYihV40pOmn8AQevz,126850,5,Dark Trap,Antarctica,,
0.854,0.98,1,-1.181,1,0.0569,0.263,0.00053,0.548,0.255,220.002,audio_features,3SCVHoGHV7GL0hmqcOIpqh,spotify:track:3SCVHoGHV7GL0hmqcOIpqh,https://api.spotify.com/v1/tracks/3SCVHoGHV7GL0hmqcOIpqh,https://api.spotify.com/v1/audio-analysis/3SCVHoGHV7GL0hmqcOIpqh,122000,4,Dark Trap,Memoirs Of A Gorilla,,
0.526,0.62,8,-7.244,0,0.281,0.067,0.000241,0.139,0.187,112.027,audio_features,70nmZhHZLNVYWP4NON41Zw,spotify:track:70nmZhHZLNVYWP4NON41Zw,https://api.spotify.com/v1/tracks/70nmZhHZLNVYWP4NON41Zw,https://api.spotify.com/v1/audio-analysis/70nmZhHZLNVYWP4NON41Zw,205766,4,Dark Trap,Runnin' Thru The 7th With My Woadies,,
0.84,0.444,3,-10.58,0,0.211,0.532,0.000884,0.0623,0.376,131.999,audio_features,4owRIrDAJPqNWGf2SGC3H8,spotify:track:4owRIrDAJPqNWGf2SGC3H8,https://api.spotify.com/v1/tracks/4owRIrDAJPqNWGf2SGC3H8,https://api.spotify.com/v1/audio-analysis/4owRIrDAJPqNWGf2SGC3H8,145636,4,Dark Trap,Mount Sinai,,
0.818,0.576,0,-7.588,0,0.162,0.29,0,0.105,0.285,192.378,audio_features,6yK9kwo8cBoVRNOylq0yNc,spotify:track:6yK9kwo8cBoVRNOylq0yNc,https://api.spotify.com/v1/tracks/6yK9kwo8cBoVRNOylq0yNc,https://api.spotify.com/v1/audio-analysis/6yK9kwo8cBoVRNOylq0yNc,150187,3,Dark Trap,FUCKTHEPOPULATION,,
0.881,0.903,8,-0.955,1,0.0813,0.267,0.00253,0.109,0.272,119.994,audio_features,3bNCifwGPjqeeqzpjrFG9k,spotify:track:3bNCifwGPjqeeqzpjrFG9k,https://api.spotify.com/v1/tracks/3bNCifwGPjqeeqzpjrFG9k,https://api.spotify.com/v1/audio-analysis/3bNCifwGPjqeeqzpjrFG9k,131500,4,Dark Trap,Magazine,,
0.77,0.623,8,-7.025,0,0.0569,0.0601,0,0.117,0.0947,134.974,audio_features,599cYawsBthDvauPoXNr7U,spotify:track:599cYawsBthDvauPoXNr7U,https://api.spotify.com/v1/tracks/599cYawsBthDvauPoXNr7U,https://api.spotify.com/v1/audio-analysis/599cYawsBthDvauPoXNr7U,199100,4,Dark Trap,2 Hot 4 U (feat. $Uicdeboy$),,
0.8,0.505,0,-6.54,1,0.115,0.0206,2.05E-05,0.198,0.179,114.972,audio_features,2I12vOWeJU5ayhr6ha6esf,spotify:track:2I12vOWeJU5ayhr6ha6esf,https://api.spotify.com/v1/tracks/2I12vOWeJU5ayhr6ha6esf,https://api.spotify.com/v1/audio-analysis/2I12vOWeJU5ayhr6ha6esf,128418,4,Dark Trap,O Pana!,,
0.781,0.493,1,-7.649,1,0.0522,0.0717,0.586,0.123,0.0383,212.022,audio_features,0kCfKToIFZFQQAaSQHcjRL,spotify:track:0kCfKToIFZFQQAaSQHcjRL,https://api.spotify.com/v1/tracks/0kCfKToIFZFQQAaSQHcjRL,https://api.spotify.com/v1/audio-analysis/0kCfKToIFZFQQAaSQHcjRL,133747,4,Dark Trap,LTE,,
0.817,0.911,0,-2.153,1,0.0455,0.187,0.00173,0.42,0.34,119.989,audio_features,4XQDrALwqj4J1YPqg58sDV,spotify:track:4XQDrALwqj4J1YPqg58sDV,https://api.spotify.com/v1/tracks/4XQDrALwqj4J1YPqg58sDV,https://api.spotify.com/v1/audio-analysis/4XQDrALwqj4J1YPqg58sDV,116000,3,Dark Trap,Champion Of Death,,
0.814,0.74,10,-5.438,0,0.0947,0.11,2.28E-05,0.12,0.191,120.098,audio_features,0AQXOzjEG2ofwGrDyqUY7H,spotify:track:0AQXOzjEG2ofwGrDyqUY7H,https://api.spotify.com/v1/tracks/0AQXOzjEG2ofwGrDyqUY7H,https://api.spotify.com/v1/audio-analysis/0AQXOzjEG2ofwGrDyqUY7H,183937,4,Dark Trap,Seppuku (feat. Suicideboy$ & Jgrxxn),,
0.678,0.77,6,-3.206,0,0.145,0.125,0,0.184,0.284,150.018,audio_features,3cQPyVlnrmmWU5fQJxl0q9,spotify:track:3cQPyVlnrmmWU5fQJxl0q9,https://api.spotify.com/v1/tracks/3cQPyVlnrmmWU5fQJxl0q9,https://api.spotify.com/v1/audio-analysis/3cQPyVlnrmmWU5fQJxl0q9,133903,4,Dark Trap,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening),,
0.755,0.788,0,-4.572,1,0.216,0.0355,0,0.311,0.465,140.055,audio_features,2wzpr7E2FkOISAbYQOtPmZ,spotify:track:2wzpr7E2FkOISAbYQOtPmZ,https://api.spotify.com/v1/tracks/2wzpr7E2FkOISAbYQOtPmZ,https://api.spotify.com/v1/audio-analysis/2wzpr7E2FkOISAbYQOtPmZ,137195,4,Dark Trap,Slip On A Banana Clip,,
0.81,0.524,5,-6.705,1,0.0441,0.0444,0.714,0.105,0.155,122.016,audio_features,7EnGzsqQi0bAVGQw8i4WIQ,spotify:track:7EnGzsqQi0bAVGQw8i4WIQ,https://api.spotify.com/v1/tracks/7EnGzsqQi0bAVGQw8i4WIQ,https://api.spotify.com/v1/audio-analysis/7EnGzsqQi0bAVGQw8i4WIQ,118236,4,Dark Trap,A Death In The Ocean Would Be Beautiful,,
0.806,0.702,0,-6.643,1,0.0688,0.274,0.138,0.323,0.182,211.95,audio_features,3mRBSk7h2Vr0D0yott8VhC,spotify:track:3mRBSk7h2Vr0D0yott8VhC,https://api.spotify.com/v1/tracks/3mRBSk7h2Vr0D0yott8VhC,https://api.spotify.com/v1/audio-analysis/3mRBSk7h2Vr0D0yott8VhC,126874,3,Dark Trap,Shattered Amethyst,,
0.89,0.74,1,-4.303,1,0.223,0.318,1.17E-05,0.244,0.436,130.012,audio_features,7ae2GdeXS5Tvo5RvdNwgaz,spotify:track:7ae2GdeXS5Tvo5RvdNwgaz,https://api.spotify.com/v1/tracks/7ae2GdeXS5Tvo5RvdNwgaz,https://api.spotify.com/v1/audio-analysis/7ae2GdeXS5Tvo5RvdNwgaz,112500,4,Dark Trap,Goosebumps,,
0.909,0.573,5,-6.856,1,0.181,0.0332,0.0163,0.657,0.392,144.946,audio_features,7tUXZgLbOCvRJ9FBlairoU,spotify:track:7tUXZgLbOCvRJ9FBlairoU,https://api.spotify.com/v1/tracks/7tUXZgLbOCvRJ9FBlairoU,https://api.spotify.com/v1/audio-analysis/7tUXZgLbOCvRJ9FBlairoU,134271,4,Dark Trap,Venom,,
0.735,0.933,1,-2.151,0,0.0788,0.0185,0.0108,0.1,0.116,129.988,audio_features,7m1oRKYiZCfuKXRMWGefWR,spotify:track:7m1oRKYiZCfuKXRMWGefWR,https://api.spotify.com/v1/tracks/7m1oRKYiZCfuKXRMWGefWR,https://api.spotify.com/v1/audio-analysis/7m1oRKYiZCfuKXRMWGefWR,281538,4,Dark Trap,Bury Me,,
0.698,0.987,8,-0.734,0,0.167,0.0226,0.000558,0.343,0.266,129.763,audio_features,1AADsJz09BwnKW4yYFQwXU,spotify:track:1AADsJz09BwnKW4yYFQwXU,https://api.spotify.com/v1/tracks/1AADsJz09BwnKW4yYFQwXU,https://api.spotify.com/v1/audio-analysis/1AADsJz09BwnKW4yYFQwXU,92308,4,Dark Trap,Hack Slash,,
0.577,0.692,11,-5.96,1,0.64,0.372,0.0596,0.0989,0.0658,144.702,audio_features,5zjdL4aLh3D3wOKeRkZSL6,spotify:track:5zjdL4aLh3D3wOKeRkZSL6,https://api.spotify.com/v1/tracks/5zjdL4aLh3D3wOKeRkZSL6,https://api.spotify.com/v1/audio-analysis/5zjdL4aLh3D3wOKeRkZSL6,122483,4,Dark Trap,2000 Rounds,,
0.827,0.771,0,-4.374,1,0.318,0.0456,0,0.109,0.545,149.867,audio_features,1e0HLyx0SlmAhwTm2un9ft,spotify:track:1e0HLyx0SlmAhwTm2un9ft,https://api.spotify.com/v1/tracks/1e0HLyx0SlmAhwTm2un9ft,https://api.spotify.com/v1/audio-analysis/1e0HLyx0SlmAhwTm2un9ft,166452,4,Dark Trap,Sea Sick,,
0.68,0.707,2,-5.133,1,0.127,0.00914,0.00638,0.097,0.228,159.941,audio_features,0SbKWYPENsANEIIgnCK45e,spotify:track:0SbKWYPENsANEIIgnCK45e,https://api.spotify.com/v1/tracks/0SbKWYPENsANEIIgnCK45e,https://api.spotify.com/v1/audio-analysis/0SbKWYPENsANEIIgnCK45e,149804,4,Dark Trap,Grain,,
0.721,0.899,10,-4.07,0,0.057,0.0116,2.51E-05,0.126,0.0385,142.018,audio_features,1k31A67B0r2PDytoPR283x,spotify:track:1k31A67B0r2PDytoPR283x,https://api.spotify.com/v1/tracks/1k31A67B0r2PDytoPR283x,https://api.spotify.com/v1/audio-analysis/1k31A67B0r2PDytoPR283x,141972,4,Dark Trap,"Beware, the Sirens",,
0.777,0.812,8,-5.146,1,0.0447,0.26,0.264,0.185,0.452,139.961,audio_features,7vNYfMAh3bvHGmRxve1YAg,spotify:track:7vNYfMAh3bvHGmRxve1YAg,https://api.spotify.com/v1/tracks/7vNYfMAh3bvHGmRxve1YAg,https://api.spotify.com/v1/audio-analysis/7vNYfMAh3bvHGmRxve1YAg,140613,3,Dark Trap,Kali Yuga,,
0.579,0.813,7,-4.573,1,0.367,0.0605,3.50E-05,0.365,0.312,215.218,audio_features,4Ao4XHlqBTKsCil8R6e8fD,spotify:track:4Ao4XHlqBTKsCil8R6e8fD,https://api.spotify.com/v1/tracks/4Ao4XHlqBTKsCil8R6e8fD,https://api.spotify.com/v1/audio-analysis/4Ao4XHlqBTKsCil8R6e8fD,135822,4,Dark Trap,Hexada,,
0.86,0.524,11,-4.698,1,0.0729,0.578,0.96,0.0993,0.142,114.946,audio_features,6rF4PCqJq0p4MAWgecwfIl,spotify:track:6rF4PCqJq0p4MAWgecwfIl,https://api.spotify.com/v1/tracks/6rF4PCqJq0p4MAWgecwfIl,https://api.spotify.com/v1/audio-analysis/6rF4PCqJq0p4MAWgecwfIl,148939,4,Dark Trap,Caligula,,
0.425,0.508,8,-10.01,1,0.13,0.0639,0.181,0.244,0.0679,130.837,audio_features,0K1fOHUHEsv1lnq2yU1VG5,spotify:track:0K1fOHUHEsv1lnq2yU1VG5,https://api.spotify.com/v1/tracks/0K1fOHUHEsv1lnq2yU1VG5,https://api.spotify.com/v1/audio-analysis/0K1fOHUHEsv1lnq2yU1VG5,142232,4,Dark Trap,Niagara (feat. Lil Peep),,
0.494,0.695,1,-10.566,1,0.751,0.00421,0.0158,0.223,0.0722,155.01,audio_features,5dBP9gDiDlsXiitxvB4HGb,spotify:track:5dBP9gDiDlsXiitxvB4HGb,https://api.spotify.com/v1/tracks/5dBP9gDiDlsXiitxvB4HGb,https://api.spotify.com/v1/audio-analysis/5dBP9gDiDlsXiitxvB4HGb,197077,4,Dark Trap,Scrying Through Shattered Glass,,
0.649,0.772,11,-5.332,0,0.133,0.717,0.00305,0.103,0.0294,219.946,audio_features,0kHEr6iF9m7mrkTjv9pbZ6,spotify:track:0kHEr6iF9m7mrkTjv9pbZ6,https://api.spotify.com/v1/tracks/0kHEr6iF9m7mrkTjv9pbZ6,https://api.spotify.com/v1/audio-analysis/0kHEr6iF9m7mrkTjv9pbZ6,219749,4,Dark Trap,Polaris,,
0.814,0.758,0,-6.512,1,0.384,0.185,0.091,0.204,0.82,159.94,audio_features,5twSsmNWVzQ5VNA6GzwtHn,spotify:track:5twSsmNWVzQ5VNA6GzwtHn,https://api.spotify.com/v1/tracks/5twSsmNWVzQ5VNA6GzwtHn,https://api.spotify.com/v1/audio-analysis/5twSsmNWVzQ5VNA6GzwtHn,131590,4,Dark Trap,Rapture,,
0.37,0.856,7,-5.489,1,0.401,0.403,0.00967,0.18,0.0755,158.764,audio_features,7lnCmYYscC0mijoPe3Blx8,spotify:track:7lnCmYYscC0mijoPe3Blx8,https://api.spotify.com/v1/tracks/7lnCmYYscC0mijoPe3Blx8,https://api.spotify.com/v1/audio-analysis/7lnCmYYscC0mijoPe3Blx8,236301,5,Dark Trap,Blackmage,,
0.888,0.906,1,-4.028,1,0.365,0.221,0.000474,0.266,0.477,125.033,audio_features,4Qwnjgav8p1B2F1EgcMQRW,spotify:track:4Qwnjgav8p1B2F1EgcMQRW,https://api.spotify.com/v1/tracks/4Qwnjgav8p1B2F1EgcMQRW,https://api.spotify.com/v1/audio-analysis/4Qwnjgav8p1B2F1EgcMQRW,137822,4,Dark Trap,Tartarus,,
0.816,0.62,11,-7.804,1,0.51,0.255,1.09E-05,0.251,0.265,144.981,audio_features,73IDzojzHitmvwVovPG7V2,spotify:track:73IDzojzHitmvwVovPG7V2,https://api.spotify.com/v1/tracks/73IDzojzHitmvwVovPG7V2,https://api.spotify.com/v1/audio-analysis/73IDzojzHitmvwVovPG7V2,184733,3,Dark Trap,Until the Light Takes Us,,
0.713,0.839,4,-6.377,0,0.349,0.00417,0.706,0.106,0.0369,150.004,audio_features,0FP2R9giDksk3a1GUQLfOz,spotify:track:0FP2R9giDksk3a1GUQLfOz,https://api.spotify.com/v1/tracks/0FP2R9giDksk3a1GUQLfOz,https://api.spotify.com/v1/audio-analysis/0FP2R9giDksk3a1GUQLfOz,149230,4,Dark Trap,As Above so Look out Below,,
0.449,0.645,4,-4.784,0,0.0366,0.00956,0.00846,0.107,0.0589,219.692,audio_features,1PeIKwD4ifLR2jYWCsUgnX,spotify:track:1PeIKwD4ifLR2jYWCsUgnX,https://api.spotify.com/v1/tracks/1PeIKwD4ifLR2jYWCsUgnX,https://api.spotify.com/v1/audio-analysis/1PeIKwD4ifLR2jYWCsUgnX,207442,4,Dark Trap,Swan,,
0.923,0.94,9,-5.828,1,0.16,0.0204,9.67E-06,0.136,0.839,139.804,audio_features,0efgEM1LQDbK43rqPH2Iyd,spotify:track:0efgEM1LQDbK43rqPH2Iyd,https://api.spotify.com/v1/tracks/0efgEM1LQDbK43rqPH2Iyd,https://api.spotify.com/v1/audio-analysis/0efgEM1LQDbK43rqPH2Iyd,187260,4,Dark Trap,Sneak Diss (feat. So6ix),,
0.832,0.802,11,-4.039,0,0.22,0.343,0.00361,0.139,0.178,220.012,audio_features,3lTAwJ7GAsm6mFkRejOXIm,spotify:track:3lTAwJ7GAsm6mFkRejOXIm,https://api.spotify.com/v1/tracks/3lTAwJ7GAsm6mFkRejOXIm,https://api.spotify.com/v1/audio-analysis/3lTAwJ7GAsm6mFkRejOXIm,166798,4,Dark Trap,Plague Doctor Mask,,
0.569,0.712,1,-4.911,0,0.347,0.378,3.41E-05,0.144,0.0711,157.231,audio_features,2U03OmZKC7YIPkYBgJnJfA,spotify:track:2U03OmZKC7YIPkYBgJnJfA,https://api.spotify.com/v1/tracks/2U03OmZKC7YIPkYBgJnJfA,https://api.spotify.com/v1/audio-analysis/2U03OmZKC7YIPkYBgJnJfA,145451,1,Dark Trap,Some of Us May Never See the World,,
0.476,0.825,6,-3.941,1,0.0379,7.44E-05,6.51E-05,0.115,0.43,168.298,audio_features,3jnTBMdckWNzC7PJV96kQ1,spotify:track:3jnTBMdckWNzC7PJV96kQ1,https://api.spotify.com/v1/tracks/3jnTBMdckWNzC7PJV96kQ1,https://api.spotify.com/v1/audio-analysis/3jnTBMdckWNzC7PJV96kQ1,111491,3,Dark Trap,Filth,,
0.403,0.696,10,-5.956,0,0.236,0.00114,0.265,0.0722,0.0696,179.998,audio_features,164uPGiUKnYHwJOHcgfy1e,spotify:track:164uPGiUKnYHwJOHcgfy1e,https://api.spotify.com/v1/tracks/164uPGiUKnYHwJOHcgfy1e,https://api.spotify.com/v1/audio-analysis/164uPGiUKnYHwJOHcgfy1e,272562,4,Dark Trap,Homecoming,,
0.836,0.706,1,-4.065,1,0.0497,5.19E-05,0,0.0927,0.0374,120.045,audio_features,1j82fFDqVM2Sgb8tfMidBv,spotify:track:1j82fFDqVM2Sgb8tfMidBv,https://api.spotify.com/v1/tracks/1j82fFDqVM2Sgb8tfMidBv,https://api.spotify.com/v1/audio-analysis/1j82fFDqVM2Sgb8tfMidBv,76042,3,Dark Trap,Blood,,
0.818,0.709,11,-4.425,1,0.269,0.00511,0,0.259,0.452,120.058,audio_features,05ConZJSdJrCGeurdurJ7m,spotify:track:05ConZJSdJrCGeurdurJ7m,https://api.spotify.com/v1/tracks/05ConZJSdJrCGeurdurJ7m,https://api.spotify.com/v1/audio-analysis/05ConZJSdJrCGeurdurJ7m,136777,4,Dark Trap,Sweat,,
0.849,0.522,1,-5.514,1,0.151,0.0019,0,0.209,0.0582,119.975,audio_features,6dCuGVBOQmVNEbRIDEUHy0,spotify:track:6dCuGVBOQmVNEbRIDEUHy0,https://api.spotify.com/v1/tracks/6dCuGVBOQmVNEbRIDEUHy0,https://api.spotify.com/v1/audio-analysis/6dCuGVBOQmVNEbRIDEUHy0,138266,4,Dark Trap,Tears,,
0.703,0.536,11,-4.323,1,0.297,0.000883,0.0112,0.139,0.161,180.048,audio_features,0vWwLLUSleBmyBGmL5GbLv,spotify:track:0vWwLLUSleBmyBGmL5GbLv,https://api.spotify.com/v1/tracks/0vWwLLUSleBmyBGmL5GbLv,https://api.spotify.com/v1/audio-analysis/0vWwLLUSleBmyBGmL5GbLv,107050,4,Dark Trap,Anabolic,,
0.708,0.298,7,-16.427,1,0.0578,0.698,0.772,0.304,0.118,124.863,audio_features,2JUs4EVimq0ShpPeIgeokl,spotify:track:2JUs4EVimq0ShpPeIgeokl,https://api.spotify.com/v1/tracks/2JUs4EVimq0ShpPeIgeokl,https://api.spotify.com/v1/audio-analysis/2JUs4EVimq0ShpPeIgeokl,139375,4,Dark Trap,HDMI,,
0.852,0.721,3,-7.4,0,0.0751,0.354,0.000645,0.11,0.803,136.07,audio_features,1LpFxoC3TDeUSjU2qp3Iu1,spotify:track:1LpFxoC3TDeUSjU2qp3Iu1,https://api.spotify.com/v1/tracks/1LpFxoC3TDeUSjU2qp3Iu1,https://api.spotify.com/v1/audio-analysis/1LpFxoC3TDeUSjU2qp3Iu1,140187,4,Dark Trap,Dirt,,
0.694,0.514,1,-11.063,0,0.0449,0.0336,0.000164,0.115,0.136,120.011,audio_features,3MAfAtD9lKvugbWzaz21LS,spotify:track:3MAfAtD9lKvugbWzaz21LS,https://api.spotify.com/v1/tracks/3MAfAtD9lKvugbWzaz21LS,https://api.spotify.com/v1/audio-analysis/3MAfAtD9lKvugbWzaz21LS,142000,4,Dark Trap,Oxygen,,
0.595,0.333,6,-13.235,1,0.0416,0.474,0.0268,0.0998,0.105,124.993,audio_features,63biRmMYSLjClGv5arakyn,spotify:track:63biRmMYSLjClGv5arakyn,https://api.spotify.com/v1/tracks/63biRmMYSLjClGv5arakyn,https://api.spotify.com/v1/audio-analysis/63biRmMYSLjClGv5arakyn,123167,4,Dark Trap,Branches,,
0.721,0.803,7,-9.115,0,0.0822,0.557,4.51E-05,0.109,0.175,161.502,audio_features,5m5aCXvh8q8fBNcGzneWQt,spotify:track:5m5aCXvh8q8fBNcGzneWQt,https://api.spotify.com/v1/tracks/5m5aCXvh8q8fBNcGzneWQt,https://api.spotify.com/v1/audio-analysis/5m5aCXvh8q8fBNcGzneWQt,178167,4,Dark Trap,CtrlAltDelete,,
0.846,0.616,5,-7.82,1,0.0669,0.0129,0.00309,0.101,0.133,125.975,audio_features,6YhDanPMUpBxzIOB8jlgOG,spotify:track:6YhDanPMUpBxzIOB8jlgOG,https://api.spotify.com/v1/tracks/6YhDanPMUpBxzIOB8jlgOG,https://api.spotify.com/v1/audio-analysis/6YhDanPMUpBxzIOB8jlgOG,106250,4,Dark Trap,BlastZone (ЗонаПоражения),,
0.76,0.576,1,-8.238,1,0.0491,0.11,3.41E-06,0.194,0.184,218.082,audio_features,37fcOImXwKOFOUwKYud0W0,spotify:track:37fcOImXwKOFOUwKYud0W0,https://api.spotify.com/v1/tracks/37fcOImXwKOFOUwKYud0W0,https://api.spotify.com/v1/audio-analysis/37fcOImXwKOFOUwKYud0W0,140750,4,Dark Trap,CharacterSelect (ВыборПерсонажа),,
0.529,0.817,8,-10.039,0,0.0945,0.0198,3.98E-05,0.178,0.181,120.01,audio_features,12WAcEcT03Hkvdwb343fcU,spotify:track:12WAcEcT03Hkvdwb343fcU,https://api.spotify.com/v1/tracks/12WAcEcT03Hkvdwb343fcU,https://api.spotify.com/v1/audio-analysis/12WAcEcT03Hkvdwb343fcU,128261,4,Dark Trap,RestInPeace (Prod. by The Virus And Antidote),,
0.559,0.514,1,-8.78,1,0.0523,0.0203,0.000109,0.0982,0.0911,139.614,audio_features,4Ms7qEi3z5qNjpD41OWHhf,spotify:track:4Ms7qEi3z5qNjpD41OWHhf,https://api.spotify.com/v1/tracks/4Ms7qEi3z5qNjpD41OWHhf,https://api.spotify.com/v1/audio-analysis/4Ms7qEi3z5qNjpD41OWHhf,123500,3,Dark Trap,BlackMold,,
0.965,0.59,5,-8.639,0,0.0619,0.607,0,0.0917,0.462,129.004,audio_features,3sRfyb4OsHeKhN9yMmXdPz,spotify:track:3sRfyb4OsHeKhN9yMmXdPz,https://api.spotify.com/v1/tracks/3sRfyb4OsHeKhN9yMmXdPz,https://api.spotify.com/v1/audio-analysis/3sRfyb4OsHeKhN9yMmXdPz,144735,4,Dark Trap,Toxin,,
